TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
0.0,0.3,0.0,0.126,0.081,0.044,0.106,0.016,0.127,0.0,0.353,0.0,0.13699999999999998,0.04,0.18,0.059,0.031,0.011,0.094,0.046,0.0,0.209,0.011,0.179,0.25,0.023,0.08199999999999999,0.039,0.581,0.0,0.048,0.016,0.011,0.091,0.42,0.077,0.119,0.004,0.0,0.05,0.039,0.023,0.069,0.034,0.124,0.021,0.471,0.0,0.057,0.011,0.12,0.29600000000000004,0.13699999999999998,0.177,0.056,0.003,0.0
1.0,0.11,0.0,0.557,0.102,0.071,0.095,0.02,0.044,0.0,0.125,0.0,0.092,0.006999999999999999,0.682,0.081,0.013,0.024,0.114,0.087,0.0,0.096,0.261,0.091,0.326,0.029,0.075,0.044,0.6859999999999999,0.0,0.126,0.026,0.014,0.056,0.66,0.03,0.228,0.0,0.0,0.006,0.02,0.02,0.07400000000000001,0.036000000000000004,0.14,0.027000000000000003,0.652,0.0,0.051,0.017,0.16899999999999998,0.107,0.556,0.06,0.058,0.033,0.0
2.0,0.031,0.0,0.594,0.085,0.054000000000000006,0.17800000000000002,0.019,0.039,0.0,0.12,0.0,0.079,0.006999999999999999,0.7140000000000001,0.066,0.014,0.039,0.07,0.4270000000000001,0.0,0.03,0.237,0.044,0.153,0.029,0.067,0.043,0.693,0.0,0.138,0.016,0.014,0.039,0.629,0.016,0.303,0.0,0.0,0.0,0.014,0.011,0.059,0.287,0.123,0.026,0.421,0.0,0.073,0.033,0.193,0.039,0.28,0.041,0.383,0.031,0.0
3.0,0.031,0.0,0.626,0.068,0.051,0.16899999999999998,0.019,0.036000000000000004,0.0,0.103,0.0,0.078,0.006999999999999999,0.732,0.066,0.014,0.044,0.05,0.619,0.0,0.019,0.207,0.033,0.029,0.027000000000000003,0.08199999999999999,0.05,0.672,0.0,0.128,0.027000000000000003,0.014,0.236,0.435,0.057,0.198,0.0,0.0,0.029,0.046,0.001,0.033,0.5429999999999999,0.112,0.029,0.204,0.0,0.079,0.021,0.128,0.06,0.114,0.033,0.628,0.016,0.0
4.0,0.01,0.0,0.249,0.071,0.036000000000000004,0.619,0.0,0.016,0.0,0.128,0.0,0.083,0.02,0.6809999999999999,0.073,0.016,0.043,0.041,0.6940000000000001,0.0,0.02,0.159,0.027000000000000003,0.016,0.029,0.069,0.177,0.603,0.0,0.098,0.014,0.01,0.057,0.092,0.5589999999999999,0.179,0.02,0.0,0.03,0.063,0.004,0.046,0.416,0.111,0.01,0.344,0.0,0.069,0.016,0.043,0.7709999999999999,0.066,0.02,0.083,0.001,0.0
5.0,0.023,0.0,0.336,0.102,0.043,0.461,0.011,0.024,0.0,0.091,0.0,0.054000000000000006,0.017,0.305,0.519,0.014,0.044,0.053,0.696,0.0,0.034,0.066,0.044,0.063,0.027000000000000003,0.077,0.233,0.5660000000000001,0.0,0.069,0.024,0.004,0.026,0.023,0.804,0.103,0.026,0.0,0.009000000000000001,0.01,0.01,0.034,0.647,0.071,0.014,0.197,0.0,0.027000000000000003,0.006,0.037000000000000005,0.919,0.012,0.006,0.021,0.0,0.0
6.0,0.014,0.0,0.504,0.063,0.016,0.383,0.001,0.019,0.0,0.08900000000000001,0.0,0.061,0.019,0.07400000000000001,0.743,0.014,0.004,0.006,0.956,0.0,0.006999999999999999,0.003,0.014,0.01,0.0,0.011,0.95,0.031,0.0,0.004,0.001,0.001,0.004,0.003,0.971,0.013,0.006,0.0,0.001,0.001,0.0,0.0,0.994,0.006,0.0,0.0,0.0,0.0,0.036000000000000004,0.126,0.643,0.081,0.017,0.07200000000000001,0.024,0.0
7.0,0.046,0.0,0.331,0.123,0.07400000000000001,0.362,0.021,0.043,0.25,0.134,0.0,0.08,0.044,0.035,0.414,0.043,0.07,0.097,0.257,0.0,0.076,0.056,0.311,0.133,0.029,0.16899999999999998,0.18,0.5379999999999999,0.0,0.055,0.019,0.011,0.064,0.172,0.581,0.118,0.02,0.0,0.02,0.024,0.029,0.045,0.163,0.464,0.017,0.231,0.0,0.051,0.041,0.197,0.319,0.185,0.059,0.16,0.039,0.0
8.0,0.063,0.0,0.45,0.112,0.084,0.212,0.024,0.054000000000000006,0.434,0.171,0.0,0.147,0.094,0.006,0.051,0.096,0.067,0.106,0.11,0.0,0.071,0.037000000000000005,0.183,0.426,0.096,0.325,0.037000000000000005,0.434,0.0,0.091,0.014,0.003,0.07,0.614,0.026,0.187,0.0,0.0,0.054000000000000006,0.049,0.021,0.071,0.234,0.345,0.027000000000000003,0.211,0.0,0.09,0.066,0.285,0.117,0.251,0.11,0.128,0.043,0.0
9.0,0.039,0.0,0.399,0.106,0.083,0.28300000000000003,0.029,0.063,0.087,0.245,0.0,0.168,0.316,0.02,0.059,0.106,0.059,0.134,0.419,0.0,0.054000000000000006,0.043,0.14,0.151,0.101,0.64,0.096,0.123,0.0,0.026,0.009000000000000001,0.006,0.114,0.583,0.051,0.21600000000000005,0.0,0.0,0.014,0.021,0.026,0.078,0.17,0.407,0.027000000000000003,0.203,0.0,0.08900000000000001,0.051,0.18600000000000005,0.393,0.159,0.106,0.084,0.021,0.0
10.0,0.033,0.0,0.519,0.065,0.054000000000000006,0.277,0.013,0.04,0.076,0.245,0.0,0.158,0.34600000000000003,0.029,0.05,0.097,0.064,0.073,0.493,0.0,0.103,0.107,0.067,0.093,0.014,0.056,0.491,0.35700000000000004,0.0,0.037000000000000005,0.021,0.023,0.129,0.282,0.133,0.097,0.01,0.0,0.27,0.08,0.026,0.034,0.201,0.31,0.02,0.35100000000000003,0.0,0.059,0.036000000000000004,0.149,0.363,0.172,0.051,0.199,0.03,0.0
11.0,0.08900000000000001,0.0,0.08900000000000001,0.118,0.067,0.583,0.016,0.039,0.123,0.243,0.0,0.192,0.204,0.057,0.056,0.126,0.07,0.166,0.09,0.0,0.14300000000000002,0.231,0.119,0.181,0.029,0.086,0.041,0.667,0.0,0.135,0.029,0.014,0.117,0.452,0.034,0.254,0.001,0.0,0.096,0.046,0.017,0.066,0.056,0.165,0.043,0.579,0.0,0.07400000000000001,0.021,0.104,0.04,0.079,0.043,0.684,0.029,0.0
12.0,0.5770000000000001,0.0,0.086,0.086,0.026,0.139,0.014,0.071,0.127,0.242,0.0,0.198,0.211,0.036000000000000004,0.056,0.129,0.031,0.07,0.064,0.0,0.207,0.149,0.261,0.217,0.029,0.098,0.043,0.684,0.0,0.104,0.029,0.014,0.119,0.624,0.046,0.121,0.001,0.0,0.054000000000000006,0.036000000000000004,0.026,0.073,0.044,0.16699999999999998,0.056,0.546,0.0,0.08900000000000001,0.027000000000000003,0.133,0.047,0.09,0.041,0.534,0.127,0.0
13.0,0.117,0.0,0.196,0.07400000000000001,0.02,0.067,0.446,0.08,0.11,0.252,0.0,0.204,0.217,0.019,0.067,0.131,0.019,0.087,0.077,0.0,0.321,0.05,0.196,0.25,0.03,0.1,0.047,0.72,0.0,0.062,0.027000000000000003,0.014,0.064,0.72,0.043,0.129,0.0,0.0,0.016,0.029,0.021,0.067,0.054000000000000006,0.171,0.053,0.5429999999999999,0.0,0.09,0.016,0.098,0.02,0.09,0.019,0.07400000000000001,0.6829999999999999,0.0
14.0,0.006999999999999999,0.0,0.419,0.063,0.009000000000000001,0.08,0.35600000000000004,0.067,0.113,0.275,0.0,0.206,0.153,0.042,0.069,0.14300000000000002,0.024,0.076,0.081,0.0,0.257,0.14400000000000002,0.179,0.239,0.03,0.107,0.039,0.708,0.0,0.073,0.029,0.014,0.096,0.688,0.047,0.122,0.0,0.0,0.017,0.03,0.027000000000000003,0.077,0.064,0.156,0.064,0.509,0.0,0.103,0.026,0.16399999999999998,0.054000000000000006,0.166,0.033,0.454,0.103,0.0
15.0,0.02,0.0,0.091,0.087,0.027000000000000003,0.371,0.337,0.067,0.146,0.266,0.0,0.204,0.14,0.045,0.067,0.131,0.059,0.066,0.11,0.0,0.103,0.17,0.289,0.204,0.029,0.091,0.046,0.725,0.0,0.075,0.02,0.014,0.066,0.7509999999999999,0.043,0.099,0.0,0.0,0.014,0.027000000000000003,0.024,0.08,0.056,0.13699999999999998,0.044,0.562,0.0,0.097,0.037000000000000005,0.29600000000000004,0.069,0.31,0.067,0.162,0.059,0.0
16.0,0.03,0.0,0.097,0.131,0.02,0.687,0.0,0.034,0.134,0.269,0.0,0.194,0.126,0.053,0.046,0.179,0.054000000000000006,0.124,0.626,0.0,0.04,0.07400000000000001,0.043,0.039,0.026,0.087,0.05,0.732,0.0,0.07200000000000001,0.02,0.014,0.087,0.7390000000000001,0.046,0.083,0.0,0.0,0.017,0.029,0.02,0.059,0.047,0.2,0.084,0.494,0.0,0.096,0.039,0.327,0.084,0.321,0.101,0.104,0.023,0.0
17.0,0.024,0.0,0.11,0.6579999999999999,0.07400000000000001,0.078,0.05,0.006,0.036000000000000004,0.165,0.0,0.099,0.326,0.044,0.027000000000000003,0.304,0.077,0.093,0.4970000000000001,0.0,0.073,0.066,0.093,0.101,0.029,0.09,0.057,0.74,0.0,0.056,0.014,0.014,0.43,0.375,0.026,0.094,0.009000000000000001,0.0,0.041,0.026,0.014,0.02,0.043,0.375,0.16899999999999998,0.251,0.0,0.129,0.019,0.204,0.054000000000000006,0.211,0.4370000000000001,0.07,0.004,0.0
18.0,0.023,0.0,0.096,0.6659999999999999,0.083,0.073,0.043,0.017,0.019,0.189,0.0,0.165,0.157,0.053,0.041,0.376,0.083,0.15,0.321,0.0,0.09,0.077,0.13699999999999998,0.141,0.027000000000000003,0.079,0.056,0.748,0.0,0.062,0.016,0.013,0.06,0.7090000000000001,0.039,0.151,0.0,0.0,0.014,0.027000000000000003,0.016,0.024,0.046,0.376,0.156,0.301,0.0,0.081,0.034,0.267,0.124,0.318,0.097,0.146,0.013,0.0
19.0,0.031,0.0,0.504,0.193,0.087,0.094,0.049,0.041,0.0,0.215,0.0,0.16699999999999998,0.129,0.111,0.079,0.3,0.066,0.147,0.551,0.0,0.039,0.059,0.05,0.08900000000000001,0.029,0.065,0.147,0.677,0.0,0.059,0.014,0.01,0.1,0.139,0.557,0.126,0.014,0.0,0.03,0.033,0.01,0.061,0.23,0.195,0.036000000000000004,0.379,0.0,0.09,0.039,0.307,0.173,0.329,0.049,0.076,0.029,0.0
20.0,0.026,0.0,0.7829999999999999,0.049,0.064,0.04,0.017,0.021,0.0,0.281,0.0,0.196,0.111,0.184,0.13699999999999998,0.09,0.084,0.419,0.203,0.0,0.05,0.081,0.06,0.103,0.029,0.07,0.179,0.639,0.0,0.058,0.014,0.011,0.024,0.047,0.35100000000000003,0.109,0.029,0.0,0.376,0.064,0.0,0.062,0.649,0.11,0.041,0.067,0.0,0.07,0.043,0.29100000000000004,0.234,0.263,0.059,0.081,0.029,0.0
21.0,0.066,0.0,0.294,0.147,0.117,0.279,0.053,0.044,0.0,0.151,0.0,0.116,0.056,0.098,0.456,0.123,0.101,0.099,0.271,0.0,0.063,0.07,0.276,0.12,0.029,0.069,0.123,0.6890000000000001,0.0,0.064,0.014,0.013,0.031,0.118,0.251,0.282,0.064,0.0,0.174,0.079,0.0,0.063,0.643,0.117,0.043,0.065,0.0,0.07,0.044,0.316,0.187,0.251,0.08,0.103,0.019,0.0
