TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
0.0,0.001,0.0,0.043,0.08800000000000001,0.043,0.04,0.338,0.246,0.023,0.036000000000000004,0.0,0.189,0.063,0.02,0.389,0.08,0.023,0.024,0.046,0.0,0.03,0.057,0.404,0.215,0.0,0.026,0.014,0.067,0.0,0.023,0.078,0.591,0.039,0.064,0.027000000000000003,0.242,0.051,0.0,0.191,0.18600000000000005,0.0,0.011,0.02,0.6409999999999999,0.054000000000000006,0.0,0.0,0.07400000000000001,0.013,0.111,0.054000000000000006,0.057,0.034,0.34,0.19,0.0
1.0,0.0,0.0,0.047,0.07,0.06,0.044,0.476,0.303,0.033,0.06,0.0,0.25,0.101,0.046,0.35,0.161,0.029,0.033,0.057,0.0,0.049,0.071,0.5,0.261,0.0,0.029,0.019,0.086,0.0,0.029,0.095,0.743,0.054000000000000006,0.11,0.024,0.295,0.063,0.0,0.234,0.22,0.004,0.027000000000000003,0.069,0.6659999999999999,0.073,0.021,0.0,0.139,0.017,0.136,0.059,0.077,0.046,0.404,0.261,0.0
2.0,0.0,0.0,0.037000000000000005,0.071,0.057,0.037000000000000005,0.557,0.241,0.029,0.039,0.0,0.196,0.08,0.029,0.421,0.207,0.039,0.043,0.059,0.0,0.038,0.064,0.5,0.258,0.0,0.149,0.049,0.084,0.0,0.024,0.087,0.606,0.043,0.114,0.05,0.285,0.065,0.0,0.224,0.22,0.047,0.013,0.063,0.122,0.063,0.063,0.0,0.629,0.014,0.129,0.044,0.064,0.057,0.377,0.315,0.0
3.0,0.001,0.0,0.052000000000000005,0.124,0.06,0.043,0.455,0.265,0.029,0.039,0.0,0.212,0.07,0.021,0.481,0.149,0.329,0.057,0.079,0.0,0.017,0.047,0.231,0.24,0.0,0.076,0.055,0.091,0.0,0.019,0.098,0.662,0.051,0.203,0.051,0.256,0.056,0.0,0.174,0.208,0.044,0.026,0.1,0.153,0.109,0.039,0.0,0.529,0.014,0.136,0.069,0.07200000000000001,0.06,0.389,0.261,0.0
4.0,0.0,0.0,0.041,0.053,0.032,0.05,0.414,0.41,0.029,0.021,0.0,0.151,0.046,0.021,0.614,0.119,0.46,0.07,0.07200000000000001,0.0,0.016,0.056,0.08,0.246,0.001,0.047,0.05,0.103,0.0,0.033,0.093,0.6729999999999999,0.044,0.139,0.084,0.267,0.064,0.0,0.153,0.249,0.041,0.031,0.076,0.348,0.064,0.011,0.0,0.4270000000000001,0.014,0.147,0.083,0.083,0.066,0.401,0.206,0.0
5.0,0.0,0.0,0.061,0.064,0.041,0.046,0.271,0.518,0.029,0.049,0.0,0.239,0.08800000000000001,0.036000000000000004,0.407,0.154,0.463,0.08,0.076,0.0,0.026,0.05,0.069,0.237,0.001,0.087,0.061,0.219,0.0,0.039,0.162,0.431,0.087,0.227,0.065,0.225,0.04,0.0,0.17600000000000002,0.179,0.013,0.044,0.18,0.412,0.063,0.006,0.0,0.282,0.019,0.16699999999999998,0.057,0.08,0.189,0.257,0.231,0.0
6.0,0.0,0.0,0.059,0.045,0.047,0.031,0.305,0.513,0.017,0.043,0.0,0.187,0.067,0.021,0.363,0.301,0.471,0.083,0.075,0.0,0.021,0.053,0.056,0.241,0.0,0.029,0.026,0.086,0.0,0.036000000000000004,0.067,0.757,0.039,0.336,0.066,0.221,0.035,0.0,0.121,0.184,0.026,0.043,0.09,0.5329999999999999,0.054000000000000006,0.003,0.0,0.252,0.023,0.064,0.477,0.102,0.079,0.079,0.177,0.0
7.0,0.0,0.0,0.053,0.061,0.036000000000000004,0.043,0.336,0.471,0.031,0.049,0.0,0.179,0.095,0.034,0.278,0.333,0.217,0.067,0.062,0.0,0.017,0.033,0.301,0.302,0.0,0.026,0.014,0.087,0.0,0.016,0.077,0.78,0.081,0.14,0.104,0.219,0.043,0.0,0.196,0.217,0.189,0.024,0.08900000000000001,0.19,0.087,0.026,0.0,0.395,0.0,0.02,0.799,0.018000000000000002,0.047,0.066,0.05,0.0
8.0,0.001,0.0,0.076,0.219,0.041,0.036000000000000004,0.101,0.526,0.033,0.053,0.0,0.205,0.085,0.034,0.298,0.292,0.123,0.106,0.103,0.0,0.018000000000000002,0.031,0.154,0.464,0.0,0.024,0.013,0.069,0.0,0.021,0.07,0.8029999999999999,0.016,0.026,0.059,0.402,0.041,0.0,0.198,0.258,0.7659999999999999,0.021,0.03,0.04,0.008,0.043,0.0,0.092,0.039,0.183,0.052000000000000005,0.162,0.267,0.071,0.225,0.0
9.0,0.001,0.0,0.095,0.475,0.107,0.039,0.16,0.123,0.036000000000000004,0.064,0.0,0.209,0.097,0.08,0.304,0.21,0.083,0.156,0.109,0.0,0.025,0.056,0.109,0.463,0.02,0.049,0.071,0.21,0.0,0.26,0.17600000000000002,0.215,0.003,0.017,0.057,0.237,0.034,0.0,0.096,0.556,0.777,0.033,0.029,0.027000000000000003,0.001,0.043,0.0,0.09,0.014,0.6409999999999999,0.033,0.08,0.076,0.084,0.071,0.0
10.0,0.001,0.0,0.097,0.397,0.163,0.03,0.168,0.14400000000000002,0.033,0.08,0.0,0.229,0.094,0.053,0.35600000000000004,0.154,0.16699999999999998,0.12,0.102,0.0,0.019,0.047,0.103,0.442,0.014,0.051,0.085,0.226,0.0,0.231,0.206,0.187,0.0,0.029,0.055,0.628,0.04,0.0,0.152,0.098,0.7490000000000001,0.051,0.029,0.021,0.0,0.043,0.0,0.107,0.017,0.403,0.027000000000000003,0.057,0.3,0.067,0.128,0.0
11.0,0.006,0.0,0.103,0.349,0.166,0.03,0.168,0.17800000000000002,0.053,0.046,0.0,0.575,0.08199999999999999,0.053,0.13,0.062,0.18600000000000005,0.064,0.063,0.0,0.018000000000000002,0.023,0.413,0.233,0.0,0.029,0.014,0.096,0.0,0.016,0.102,0.743,0.014,0.029,0.094,0.478,0.032,0.0,0.161,0.192,0.754,0.04,0.029,0.016,0.006999999999999999,0.043,0.0,0.112,0.029,0.253,0.029,0.065,0.414,0.057,0.153,0.0
12.0,0.009000000000000001,0.0,0.067,0.3,0.249,0.043,0.141,0.191,0.029,0.05,0.0,0.535,0.079,0.119,0.125,0.064,0.106,0.056,0.064,0.0,0.021,0.034,0.479,0.24,0.0,0.043,0.016,0.103,0.0,0.027000000000000003,0.083,0.728,0.08,0.084,0.084,0.222,0.042,0.0,0.246,0.241,0.7559999999999999,0.03,0.029,0.017,0.01,0.043,0.0,0.116,0.027000000000000003,0.217,0.044,0.124,0.336,0.083,0.16899999999999998,0.0
13.0,0.0,0.0,0.101,0.53,0.07200000000000001,0.036000000000000004,0.17,0.091,0.046,0.077,0.0,0.213,0.035,0.359,0.182,0.08800000000000001,0.06,0.057,0.066,0.0,0.022,0.039,0.4970000000000001,0.26,0.0,0.043,0.003,0.118,0.0,0.03,0.078,0.7290000000000001,0.05,0.223,0.079,0.232,0.043,0.0,0.098,0.275,0.747,0.043,0.033,0.02,0.001,0.043,0.0,0.113,0.001,0.057,0.052000000000000005,0.693,0.016,0.027000000000000003,0.153,0.0
14.0,0.0,0.0,0.129,0.477,0.075,0.019,0.16,0.141,0.041,0.067,0.0,0.253,0.047,0.08,0.364,0.14800000000000002,0.071,0.056,0.069,0.0,0.022,0.034,0.484,0.263,0.0,0.043,0.004,0.128,0.0,0.027000000000000003,0.07200000000000001,0.726,0.033,0.07,0.085,0.251,0.043,0.0,0.13699999999999998,0.382,0.74,0.043,0.035,0.026,0.011,0.039,0.0,0.106,0.001,0.054000000000000006,0.047,0.708,0.021,0.029,0.139,0.0
15.0,0.0,0.0,0.063,0.667,0.077,0.026,0.108,0.059,0.021,0.084,0.0,0.211,0.057,0.049,0.512,0.066,0.226,0.061,0.087,0.0,0.019,0.159,0.246,0.203,0.003,0.134,0.07200000000000001,0.168,0.0,0.037000000000000005,0.165,0.421,0.037000000000000005,0.056,0.075,0.251,0.035,0.0,0.157,0.389,0.75,0.04,0.028,0.022,0.006999999999999999,0.043,0.0,0.11,0.013,0.11,0.057,0.297,0.117,0.14400000000000002,0.261,0.0
16.0,0.0,0.0,0.062,0.643,0.081,0.029,0.111,0.07400000000000001,0.03,0.127,0.0,0.289,0.081,0.096,0.267,0.111,0.46,0.073,0.086,0.0,0.014,0.059,0.084,0.224,0.0,0.583,0.079,0.09,0.0,0.021,0.086,0.141,0.129,0.051,0.073,0.24,0.044,0.0,0.242,0.221,0.779,0.009000000000000001,0.029,0.031,0.01,0.034,0.0,0.109,0.029,0.1,0.16899999999999998,0.056,0.05,0.416,0.181,0.0
17.0,0.0,0.0,0.053,0.637,0.07400000000000001,0.029,0.118,0.08900000000000001,0.027000000000000003,0.08,0.0,0.51,0.087,0.069,0.153,0.07400000000000001,0.46,0.081,0.087,0.0,0.014,0.057,0.081,0.219,0.0,0.343,0.059,0.131,0.0,0.031,0.1,0.336,0.049,0.041,0.037000000000000005,0.238,0.05,0.0,0.151,0.434,0.777,0.024,0.029,0.015,0.004,0.03,0.0,0.12,0.006,0.047,0.636,0.045,0.034,0.157,0.07400000000000001,0.0
18.0,0.0,0.0,0.071,0.552,0.053,0.027000000000000003,0.152,0.145,0.036000000000000004,0.051,0.0,0.542,0.07200000000000001,0.056,0.153,0.091,0.459,0.067,0.08900000000000001,0.0,0.014,0.057,0.081,0.233,0.0,0.219,0.025,0.113,0.0,0.037000000000000005,0.076,0.531,0.014,0.029,0.009000000000000001,0.105,0.031,0.0,0.061,0.7509999999999999,0.816,0.016,0.029,0.019,0.0,0.034,0.0,0.087,0.024,0.116,0.163,0.066,0.05,0.414,0.16699999999999998,0.0
