TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
0.0,0.064,0.0,0.109,0.05,0.482,0.053,0.027000000000000003,0.014,0.041,0.219,0.0,0.08900000000000001,0.03,0.079,0.32299999999999995,0.02,0.013,0.6890000000000001,0.013,0.0,0.041,0.023,0.013,0.009000000000000001,0.006,0.4270000000000001,0.091,0.196,0.0,0.037000000000000005,0.01,0.033,0.034,0.589,0.06,0.026,0.051,0.0,0.01,0.03,0.016,0.7090000000000001,0.013,0.006,0.034,0.016,0.0,0.006999999999999999,0.011,0.5770000000000001,0.045,0.006,0.026,0.109,0.026,0.0
1.0,0.15,0.0,0.156,0.016,0.253,0.337,0.056,0.033,0.069,0.28300000000000003,0.0,0.084,0.029,0.32299999999999995,0.2,0.013,0.021,0.74,0.024,0.0,0.1,0.059,0.034,0.021,0.006,0.601,0.041,0.303,0.0,0.024,0.006999999999999999,0.017,0.051,0.69,0.097,0.043,0.063,0.0,0.006999999999999999,0.049,0.043,0.7609999999999999,0.037000000000000005,0.013,0.087,0.04,0.0,0.019,0.033,0.7759999999999999,0.055,0.003,0.038,0.077,0.019,0.0
2.0,0.123,0.0,0.16,0.027000000000000003,0.29,0.29,0.064,0.046,0.053,0.249,0.0,0.079,0.041,0.1,0.454,0.024,0.027000000000000003,0.78,0.07,0.0,0.058,0.023,0.017,0.024,0.006,0.584,0.163,0.193,0.0,0.026,0.003,0.026,0.009000000000000001,0.897,0.044,0.013,0.02,0.0,0.0,0.017,0.016,0.831,0.033,0.009000000000000001,0.07200000000000001,0.026,0.0,0.014,0.023,0.723,0.104,0.004,0.04,0.094,0.011,0.0
3.0,0.6509999999999999,0.0,0.085,0.02,0.157,0.044,0.027000000000000003,0.014,0.011,0.257,0.0,0.091,0.024,0.099,0.18,0.337,0.124,0.563,0.172,0.0,0.068,0.024,0.024,0.024,0.004,0.446,0.247,0.261,0.0,0.024,0.001,0.016,0.044,0.6709999999999999,0.129,0.036000000000000004,0.071,0.0,0.004,0.044,0.023,0.82,0.031,0.009000000000000001,0.07400000000000001,0.024,0.0,0.019,0.01,0.804,0.046,0.0,0.019,0.101,0.02,0.0
4.0,0.35100000000000003,0.0,0.141,0.047,0.337,0.071,0.033,0.019,0.064,0.057,0.0,0.127,0.054000000000000006,0.13,0.401,0.166,0.483,0.174,0.043,0.0,0.132,0.049,0.056,0.064,0.029,0.299,0.039,0.5329999999999999,0.0,0.031,0.03,0.04,0.263,0.126,0.217,0.077,0.198,0.0,0.021,0.097,0.04,0.7,0.051,0.014,0.123,0.05,0.0,0.021,0.181,0.184,0.115,0.329,0.081,0.061,0.049,0.0
5.0,0.246,0.0,0.121,0.02,0.249,0.299,0.043,0.023,0.066,0.093,0.0,0.163,0.061,0.124,0.233,0.26,0.324,0.184,0.06,0.0,0.163,0.084,0.099,0.086,0.03,0.5329999999999999,0.034,0.214,0.0,0.099,0.031,0.059,0.411,0.049,0.081,0.306,0.104,0.0,0.014,0.034,0.063,0.691,0.051,0.011,0.109,0.053,0.0,0.021,0.054000000000000006,0.443,0.084,0.093,0.18,0.106,0.04,0.0
6.0,0.116,0.0,0.13699999999999998,0.057,0.555,0.081,0.033,0.021,0.031,0.117,0.0,0.084,0.094,0.077,0.023,0.573,0.099,0.194,0.122,0.0,0.27,0.119,0.14,0.056,0.027000000000000003,0.447,0.04,0.06,0.0,0.293,0.053,0.08,0.35100000000000003,0.077,0.13699999999999998,0.193,0.153,0.0,0.019,0.07,0.16399999999999998,0.179,0.154,0.02,0.266,0.129,0.0,0.08900000000000001,0.034,0.35700000000000004,0.107,0.32,0.08199999999999999,0.07,0.03,0.0
7.0,0.114,0.0,0.182,0.043,0.488,0.121,0.03,0.021,0.03,0.067,0.0,0.03,0.349,0.034,0.027000000000000003,0.463,0.02,0.084,0.08199999999999999,0.0,0.588,0.101,0.08900000000000001,0.036000000000000004,0.036000000000000004,0.154,0.059,0.056,0.0,0.546,0.064,0.086,0.193,0.054000000000000006,0.111,0.406,0.161,0.0,0.024,0.051,0.157,0.084,0.172,0.017,0.361,0.124,0.0,0.084,0.006,0.129,0.07400000000000001,0.109,0.613,0.04,0.03,0.0
8.0,0.047,0.0,0.14300000000000002,0.016,0.227,0.463,0.063,0.041,0.027000000000000003,0.191,0.0,0.083,0.123,0.061,0.013,0.501,0.066,0.129,0.209,0.0,0.381,0.091,0.059,0.066,0.131,0.096,0.05,0.044,0.0,0.18600000000000005,0.406,0.087,0.091,0.043,0.135,0.487,0.147,0.0,0.026,0.07,0.037000000000000005,0.031,0.041,0.7040000000000001,0.132,0.053,0.0,0.001,0.051,0.139,0.191,0.101,0.345,0.09,0.083,0.0
9.0,0.039,0.0,0.128,0.006,0.168,0.564,0.066,0.03,0.014,0.7090000000000001,0.0,0.034,0.064,0.044,0.024,0.11,0.076,0.133,0.226,0.0,0.217,0.197,0.099,0.053,0.141,0.134,0.04,0.061,0.0,0.47,0.07400000000000001,0.079,0.503,0.09,0.068,0.157,0.113,0.0,0.02,0.049,0.051,0.056,0.085,0.42,0.275,0.093,0.0,0.02,0.05,0.037000000000000005,0.7090000000000001,0.004,0.107,0.063,0.03,0.0
10.0,0.043,0.0,0.19,0.029,0.314,0.359,0.053,0.013,0.031,0.66,0.0,0.047,0.049,0.057,0.021,0.134,0.041,0.054000000000000006,0.083,0.0,0.125,0.649,0.024,0.023,0.091,0.08,0.039,0.046,0.0,0.614,0.067,0.063,0.329,0.114,0.17,0.133,0.142,0.0,0.027000000000000003,0.086,0.077,0.056,0.141,0.079,0.49,0.126,0.0,0.031,0.136,0.287,0.206,0.044,0.142,0.096,0.08900000000000001,0.0
11.0,0.037000000000000005,0.0,0.168,0.11,0.584,0.039,0.039,0.024,0.043,0.206,0.0,0.087,0.083,0.066,0.019,0.4970000000000001,0.039,0.033,0.025,0.0,0.063,0.809,0.014,0.017,0.023,0.054000000000000006,0.04,0.031,0.0,0.741,0.061,0.049,0.124,0.113,0.185,0.08900000000000001,0.115,0.0,0.266,0.109,0.034,0.06,0.07,0.444,0.264,0.093,0.0,0.034,0.07,0.161,0.482,0.027000000000000003,0.135,0.08,0.044,0.0
12.0,0.044,0.0,0.076,0.619,0.191,0.019,0.036000000000000004,0.016,0.043,0.116,0.0,0.093,0.04,0.09,0.013,0.606,0.024,0.037000000000000005,0.045,0.0,0.126,0.7340000000000001,0.023,0.01,0.334,0.14300000000000002,0.041,0.059,0.0,0.287,0.059,0.077,0.08,0.099,0.156,0.107,0.1,0.0,0.34700000000000003,0.111,0.043,0.044,0.248,0.224,0.282,0.114,0.0,0.044,0.354,0.274,0.149,0.014,0.08800000000000001,0.064,0.056,0.0
