TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
0.0,0.066,0.0,0.034,0.0,0.048,0.011,0.0,0.6409999999999999,0.019,0.083,0.0,0.03,0.041,0.011,0.544,0.07200000000000001,0.109,0.44,0.08,0.0,0.055,0.02,0.031,0.065,0.006999999999999999,0.14800000000000002,0.04,0.049,0.0,0.337,0.031,0.187,0.023,0.093,0.016,0.041,0.426,0.0,0.011,0.19,0.061,0.13699999999999998,0.044,0.107,0.158,0.03,0.0,0.262,0.077,0.257,0.061,0.273,0.05,0.059,0.023,0.0
1.0,0.083,0.0,0.043,0.0,0.059,0.014,0.0,0.8009999999999999,0.024,0.105,0.0,0.043,0.051,0.027000000000000003,0.61,0.139,0.257,0.41,0.08900000000000001,0.0,0.07,0.023,0.041,0.11,0.006,0.345,0.044,0.078,0.0,0.254,0.031,0.241,0.043,0.064,0.021,0.026,0.109,0.0,0.473,0.264,0.093,0.194,0.067,0.127,0.199,0.02,0.0,0.3,0.124,0.35,0.08,0.302,0.059,0.07,0.014,0.0
2.0,0.07400000000000001,0.0,0.037000000000000005,0.0,0.062,0.013,0.001,0.813,0.037000000000000005,0.121,0.0,0.213,0.159,0.056,0.249,0.165,0.029,0.72,0.08900000000000001,0.0,0.045,0.029,0.029,0.061,0.009000000000000001,0.15,0.373,0.104,0.0,0.019,0.017,0.329,0.061,0.054000000000000006,0.017,0.021,0.092,0.0,0.311,0.442,0.059,0.245,0.063,0.16399999999999998,0.141,0.026,0.0,0.304,0.12,0.355,0.081,0.294,0.057,0.079,0.014,0.0
3.0,0.11,0.0,0.046,0.016,0.133,0.029,0.019,0.648,0.023,0.091,0.0,0.132,0.106,0.041,0.404,0.203,0.029,0.7140000000000001,0.1,0.0,0.043,0.029,0.029,0.057,0.014,0.105,0.66,0.151,0.0,0.006999999999999999,0.014,0.049,0.434,0.119,0.02,0.043,0.086,0.0,0.17,0.128,0.011,0.779,0.066,0.044,0.043,0.03,0.0,0.027000000000000003,0.093,0.389,0.073,0.301,0.057,0.073,0.014,0.0
4.0,0.076,0.0,0.05,0.023,0.18600000000000005,0.029,0.321,0.316,0.006999999999999999,0.079,0.0,0.064,0.06,0.03,0.589,0.171,0.1,0.306,0.091,0.0,0.156,0.036000000000000004,0.046,0.265,0.014,0.07200000000000001,0.564,0.158,0.0,0.016,0.014,0.161,0.516,0.11,0.024,0.026,0.07400000000000001,0.0,0.134,0.116,0.003,0.183,0.021,0.079,0.086,0.004,0.0,0.623,0.084,0.5529999999999999,0.083,0.179,0.034,0.061,0.006,0.0
5.0,0.067,0.0,0.041,0.003,0.09,0.016,0.031,0.7509999999999999,0.041,0.071,0.0,0.052000000000000005,0.058,0.027000000000000003,0.624,0.127,0.027000000000000003,0.6970000000000001,0.076,0.0,0.055,0.044,0.023,0.078,0.014,0.061,0.507,0.155,0.0,0.001,0.014,0.247,0.191,0.1,0.019,0.044,0.092,0.0,0.191,0.362,0.024,0.165,0.016,0.114,0.102,0.001,0.0,0.578,0.034,0.314,0.411,0.158,0.043,0.04,0.0,0.0
6.0,0.083,0.0,0.049,0.011,0.112,0.02,0.019,0.7070000000000001,0.44,0.138,0.0,0.057,0.065,0.036000000000000004,0.029,0.235,0.029,0.7290000000000001,0.056,0.0,0.056,0.041,0.026,0.064,0.014,0.174,0.189,0.14300000000000002,0.0,0.173,0.036000000000000004,0.271,0.029,0.256,0.211,0.062,0.285,0.0,0.021,0.135,0.023,0.194,0.03,0.114,0.097,0.01,0.0,0.532,0.024,0.133,0.623,0.154,0.029,0.037000000000000005,0.0,0.0
7.0,0.087,0.0,0.049,0.006999999999999999,0.065,0.019,0.057,0.716,0.619,0.08800000000000001,0.0,0.049,0.056,0.029,0.04,0.119,0.193,0.337,0.064,0.0,0.122,0.044,0.037000000000000005,0.203,0.013,0.121,0.046,0.058,0.0,0.464,0.033,0.266,0.024,0.083,0.25,0.055,0.415,0.0,0.011,0.16,0.02,0.131,0.014,0.071,0.065,0.0,0.0,0.698,0.036000000000000004,0.177,0.613,0.125,0.027000000000000003,0.023,0.0,0.0
8.0,0.093,0.0,0.049,0.01,0.08800000000000001,0.019,0.029,0.713,0.623,0.102,0.0,0.054000000000000006,0.06,0.029,0.036000000000000004,0.097,0.18,0.481,0.103,0.0,0.07400000000000001,0.024,0.041,0.096,0.006,0.48,0.057,0.14300000000000002,0.0,0.191,0.046,0.077,0.017,0.134,0.014,0.056,0.585,0.0,0.014,0.179,0.051,0.255,0.056,0.17600000000000002,0.122,0.036000000000000004,0.0,0.303,0.017,0.377,0.411,0.14800000000000002,0.029,0.019,0.0,0.0
9.0,0.079,0.0,0.043,0.0,0.048,0.014,0.0,0.816,0.417,0.085,0.0,0.052000000000000005,0.077,0.029,0.019,0.321,0.239,0.12,0.31,0.0,0.08,0.029,0.05,0.173,0.0,0.531,0.043,0.046,0.0,0.014,0.014,0.35100000000000003,0.014,0.13699999999999998,0.014,0.057,0.5720000000000001,0.0,0.014,0.191,0.017,0.133,0.016,0.069,0.06,0.001,0.0,0.7040000000000001,0.08,0.541,0.094,0.179,0.027000000000000003,0.061,0.017,0.0
