TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
0.0,0.534,0.0,0.046,0.083,0.0,0.041,0.029,0.067,0.077,0.023,0.0,0.127,0.011,0.025,0.034,0.503,0.079,0.03,0.041,0.0,0.039,0.041,0.037000000000000005,0.5329999999999999,0.1,0.049,0.019,0.063,0.0,0.073,0.377,0.12,0.043,0.034,0.04,0.35700000000000004,0.02,0.0,0.05,0.256,0.15,0.111,0.131,0.128,0.044,0.115,0.0,0.12,0.094,0.071,0.136,0.172,0.053,0.165,0.109,0.0
1.0,0.6459999999999999,0.0,0.061,0.123,0.0,0.05,0.029,0.091,0.086,0.021,0.0,0.16399999999999998,0.014,0.043,0.043,0.629,0.16899999999999998,0.037000000000000005,0.047,0.0,0.057,0.053,0.043,0.594,0.014,0.056,0.013,0.039,0.0,0.07,0.653,0.156,0.029,0.043,0.057,0.443,0.029,0.0,0.054000000000000006,0.34600000000000003,0.116,0.08,0.414,0.151,0.034,0.085,0.0,0.12,0.017,0.05,0.45,0.17800000000000002,0.051,0.182,0.071,0.0
2.0,0.73,0.0,0.043,0.08800000000000001,0.006,0.041,0.021,0.071,0.086,0.014,0.0,0.173,0.014,0.041,0.043,0.629,0.109,0.037000000000000005,0.056,0.0,0.067,0.06,0.041,0.63,0.014,0.057,0.014,0.043,0.0,0.071,0.657,0.14300000000000002,0.029,0.043,0.057,0.443,0.029,0.0,0.057,0.343,0.129,0.067,0.246,0.209,0.064,0.14300000000000002,0.0,0.141,0.031,0.101,0.196,0.228,0.071,0.268,0.104,0.0
3.0,0.563,0.0,0.079,0.175,0.003,0.058,0.033,0.09,0.111,0.019,0.0,0.168,0.023,0.036000000000000004,0.037000000000000005,0.606,0.061,0.039,0.064,0.0,0.063,0.051,0.046,0.6759999999999999,0.517,0.053,0.016,0.093,0.0,0.13,0.154,0.037000000000000005,0.029,0.043,0.057,0.443,0.029,0.0,0.057,0.343,0.253,0.076,0.214,0.179,0.046,0.114,0.0,0.119,0.043,0.077,0.18,0.228,0.077,0.238,0.157,0.0
4.0,0.594,0.0,0.07400000000000001,0.151,0.004,0.054000000000000006,0.036000000000000004,0.086,0.2,0.0,0.0,0.187,0.014,0.027000000000000003,0.043,0.529,0.029,0.043,0.057,0.0,0.07400000000000001,0.057,0.057,0.6829999999999999,0.601,0.061,0.023,0.079,0.0,0.131,0.076,0.029,0.029,0.043,0.057,0.443,0.029,0.0,0.057,0.343,0.123,0.059,0.417,0.149,0.044,0.098,0.0,0.11,0.043,0.096,0.16899999999999998,0.252,0.084,0.242,0.114,0.0
5.0,0.399,0.0,0.081,0.16,0.006,0.067,0.043,0.244,0.196,0.0,0.0,0.157,0.011,0.024,0.039,0.573,0.043,0.043,0.057,0.0,0.061,0.056,0.05,0.69,0.5770000000000001,0.071,0.027000000000000003,0.044,0.0,0.094,0.08900000000000001,0.097,0.326,0.05,0.057,0.173,0.02,0.0,0.037000000000000005,0.337,0.086,0.051,0.284,0.209,0.06,0.065,0.0,0.244,0.061,0.09,0.161,0.238,0.064,0.232,0.153,0.0
6.0,0.021,0.0,0.129,0.241,0.009000000000000001,0.117,0.076,0.407,0.261,0.006,0.0,0.139,0.016,0.025,0.04,0.513,0.036000000000000004,0.043,0.057,0.0,0.056,0.057,0.051,0.7,0.564,0.05,0.017,0.046,0.0,0.094,0.034,0.194,0.33,0.069,0.067,0.049,0.01,0.0,0.034,0.441,0.106,0.041,0.231,0.17,0.05,0.043,0.0,0.359,0.056,0.086,0.16899999999999998,0.249,0.05,0.284,0.107,0.0
7.0,0.036000000000000004,0.0,0.109,0.196,0.011,0.097,0.06,0.491,0.197,0.0,0.0,0.17600000000000002,0.014,0.036000000000000004,0.043,0.534,0.043,0.057,0.12,0.0,0.087,0.07400000000000001,0.077,0.541,0.526,0.039,0.039,0.108,0.0,0.15,0.049,0.091,0.654,0.053,0.043,0.057,0.029,0.0,0.034,0.13,0.069,0.05,0.451,0.2,0.043,0.044,0.0,0.14300000000000002,0.141,0.077,0.127,0.211,0.061,0.202,0.18,0.0
8.0,0.039,0.0,0.117,0.18,0.003,0.102,0.067,0.491,0.2,0.0,0.0,0.17600000000000002,0.014,0.037000000000000005,0.043,0.53,0.044,0.053,0.123,0.0,0.099,0.081,0.067,0.5329999999999999,0.113,0.054000000000000006,0.034,0.25,0.0,0.191,0.177,0.18,0.659,0.047,0.043,0.1,0.029,0.0,0.03,0.093,0.071,0.066,0.229,0.303,0.057,0.104,0.0,0.17,0.004,0.021,0.083,0.096,0.057,0.106,0.633,0.0
9.0,0.589,0.0,0.076,0.15,0.004,0.07,0.027000000000000003,0.084,0.2,0.0,0.0,0.17600000000000002,0.014,0.038,0.043,0.529,0.019,0.043,0.043,0.0,0.069,0.057,0.069,0.701,0.514,0.039,0.031,0.13,0.0,0.168,0.084,0.033,0.439,0.043,0.037000000000000005,0.247,0.027000000000000003,0.0,0.031,0.17600000000000002,0.079,0.063,0.213,0.337,0.056,0.111,0.0,0.14300000000000002,0.014,0.02,0.083,0.106,0.043,0.08,0.654,0.0
10.0,0.7290000000000001,0.0,0.043,0.097,0.009000000000000001,0.034,0.017,0.071,0.284,0.009000000000000001,0.0,0.161,0.019,0.039,0.043,0.446,0.041,0.046,0.1,0.0,0.063,0.064,0.066,0.62,0.54,0.041,0.024,0.107,0.0,0.15,0.109,0.029,0.06,0.043,0.049,0.454,0.027000000000000003,0.0,0.053,0.314,0.097,0.049,0.313,0.276,0.049,0.093,0.0,0.124,0.049,0.05,0.11,0.14300000000000002,0.059,0.133,0.457,0.0
11.0,0.731,0.0,0.041,0.08800000000000001,0.011,0.039,0.011,0.077,0.213,0.0,0.0,0.172,0.014,0.028,0.043,0.53,0.067,0.041,0.051,0.0,0.051,0.057,0.063,0.669,0.016,0.069,0.0,0.043,0.0,0.071,0.63,0.171,0.054000000000000006,0.043,0.043,0.451,0.03,0.0,0.056,0.32299999999999995,0.094,0.066,0.103,0.35200000000000004,0.063,0.125,0.0,0.197,0.004,0.04,0.067,0.073,0.043,0.059,0.7140000000000001,0.0
12.0,0.737,0.0,0.043,0.08900000000000001,0.003,0.039,0.017,0.071,0.21,0.0,0.0,0.177,0.014,0.027000000000000003,0.043,0.529,0.047,0.039,0.064,0.0,0.067,0.06,0.053,0.67,0.019,0.06,0.006999999999999999,0.039,0.0,0.067,0.6559999999999999,0.153,0.469,0.044,0.037000000000000005,0.221,0.033,0.0,0.031,0.16399999999999998,0.094,0.061,0.097,0.455,0.051,0.083,0.0,0.159,0.056,0.097,0.166,0.196,0.057,0.202,0.226,0.0
13.0,0.103,0.0,0.069,0.161,0.0,0.079,0.047,0.541,0.241,0.009000000000000001,0.0,0.059,0.009000000000000001,0.024,0.02,0.639,0.039,0.03,0.047,0.0,0.031,0.04,0.043,0.77,0.014,0.054000000000000006,0.003,0.029,0.0,0.033,0.501,0.366,0.127,0.046,0.05,0.036000000000000004,0.006999999999999999,0.0,0.03,0.7040000000000001,0.157,0.086,0.121,0.081,0.026,0.047,0.0,0.481,0.04,0.044,0.116,0.145,0.043,0.138,0.474,0.0
14.0,0.011,0.0,0.067,0.135,0.0,0.068,0.04,0.679,0.14300000000000002,0.0,0.0,0.085,0.003,0.019,0.023,0.727,0.04,0.043,0.057,0.0,0.044,0.051,0.051,0.713,0.207,0.043,0.013,0.039,0.0,0.046,0.327,0.326,0.136,0.011,0.019,0.181,0.009000000000000001,0.0,0.043,0.601,0.029,0.011,0.35,0.017,0.01,0.003,0.0,0.58,0.044,0.064,0.127,0.159,0.046,0.165,0.394,0.0
15.0,0.016,0.0,0.076,0.118,0.01,0.07,0.046,0.6659999999999999,0.17600000000000002,0.0,0.0,0.121,0.006999999999999999,0.022,0.036000000000000004,0.639,0.029,0.043,0.057,0.0,0.05,0.054000000000000006,0.066,0.701,0.55,0.031,0.026,0.069,0.0,0.078,0.031,0.214,0.1,0.05,0.06,0.11,0.013,0.0,0.034,0.633,0.02,0.013,0.101,0.43,0.003,0.013,0.0,0.42,0.087,0.071,0.14400000000000002,0.175,0.053,0.205,0.264,0.0
16.0,0.024,0.0,0.106,0.194,0.006999999999999999,0.08900000000000001,0.07400000000000001,0.506,0.197,0.0,0.0,0.15,0.013,0.034,0.043,0.563,0.029,0.043,0.046,0.0,0.056,0.057,0.069,0.701,0.494,0.04,0.036000000000000004,0.093,0.0,0.094,0.023,0.22,0.139,0.05,0.057,0.229,0.021,0.0,0.059,0.446,0.011,0.024,0.03,0.5529999999999999,0.009000000000000001,0.013,0.0,0.36,0.014,0.034,0.099,0.123,0.05,0.12,0.56,0.0
17.0,0.013,0.0,0.064,0.183,0.003,0.054000000000000006,0.057,0.626,0.237,0.004,0.0,0.07200000000000001,0.006,0.022,0.024,0.634,0.033,0.04,0.043,0.0,0.044,0.049,0.047,0.7440000000000001,0.023,0.02,0.051,0.242,0.0,0.394,0.0,0.27,0.046,0.071,0.064,0.08900000000000001,0.029,0.0,0.07,0.631,0.004,0.027000000000000003,0.017,0.57,0.001,0.0,0.0,0.38,0.131,0.059,0.133,0.17600000000000002,0.061,0.159,0.28,0.0
18.0,0.027000000000000003,0.0,0.101,0.16,0.001,0.063,0.056,0.591,0.493,0.016,0.0,0.059,0.016,0.03,0.016,0.371,0.043,0.054000000000000006,0.121,0.0,0.057,0.06,0.053,0.611,0.023,0.019,0.047,0.257,0.0,0.384,0.0,0.27,0.044,0.084,0.099,0.034,0.039,0.0,0.029,0.6709999999999999,0.03,0.036000000000000004,0.047,0.386,0.019,0.022,0.0,0.46,0.019,0.016,0.071,0.067,0.037000000000000005,0.07,0.72,0.0
19.0,0.06,0.0,0.057,0.08900000000000001,0.0,0.051,0.027000000000000003,0.716,0.07400000000000001,0.001,0.0,0.0,0.0,0.0,0.003,0.921,0.043,0.026,0.037000000000000005,0.0,0.033,0.023,0.021,0.8170000000000001,0.03,0.03,0.003,0.564,0.0,0.06,0.011,0.301,0.036000000000000004,0.054000000000000006,0.084,0.02,0.026,0.0,0.011,0.769,0.029,0.024,0.199,0.052000000000000005,0.014,0.011,0.0,0.6709999999999999,0.303,0.061,0.227,0.151,0.046,0.139,0.073,0.0
20.0,0.014,0.0,0.111,0.18,0.004,0.084,0.053,0.5529999999999999,0.11,0.006999999999999999,0.0,0.049,0.004,0.01,0.019,0.8009999999999999,0.18600000000000005,0.027000000000000003,0.041,0.0,0.03,0.024,0.023,0.669,0.023,0.033,0.0,0.5720000000000001,0.0,0.063,0.014,0.29600000000000004,0.039,0.063,0.073,0.127,0.031,0.0,0.021,0.6459999999999999,0.07,0.061,0.129,0.156,0.036000000000000004,0.041,0.0,0.507,0.177,0.05,0.34600000000000003,0.172,0.047,0.105,0.103,0.0
