TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
0.0,0.101,0.0,0.036000000000000004,0.031,0.073,0.371,0.077,0.11,0.386,0.066,0.0,0.04,0.086,0.139,0.026,0.059,0.029,0.013,0.324,0.0,0.161,0.11,0.053,0.11,0.399,0.056,0.036000000000000004,0.08,0.0,0.046,0.104,0.08,0.043,0.034,0.526,0.034,0.083,0.0,0.079,0.001,0.284,0.08900000000000001,0.126,0.103,0.066,0.043,0.0,0.09,0.107,0.031,0.046,0.031,0.08,0.171,0.333,0.0
1.0,0.101,0.0,0.039,0.047,0.077,0.5429999999999999,0.103,0.09,0.6509999999999999,0.057,0.0,0.029,0.071,0.1,0.034,0.057,0.053,0.029,0.103,0.0,0.301,0.189,0.139,0.187,0.477,0.059,0.057,0.106,0.0,0.08,0.121,0.1,0.057,0.043,0.643,0.044,0.1,0.0,0.101,0.011,0.061,0.117,0.326,0.139,0.166,0.084,0.0,0.107,0.199,0.091,0.15,0.07,0.12,0.24,0.13,0.0
2.0,0.12,0.0,0.04,0.07400000000000001,0.07,0.509,0.073,0.114,0.657,0.056,0.0,0.029,0.071,0.101,0.029,0.057,0.034,0.021,0.133,0.0,0.331,0.166,0.134,0.18,0.473,0.057,0.057,0.101,0.0,0.086,0.126,0.1,0.059,0.487,0.183,0.103,0.1,0.0,0.064,0.004,0.059,0.117,0.276,0.171,0.18,0.09,0.0,0.107,0.22,0.114,0.149,0.199,0.123,0.126,0.07,0.0
3.0,0.134,0.0,0.044,0.11,0.093,0.373,0.086,0.16,0.657,0.057,0.0,0.029,0.071,0.1,0.029,0.057,0.029,0.03,0.086,0.0,0.484,0.111,0.096,0.16399999999999998,0.481,0.051,0.057,0.106,0.0,0.086,0.117,0.101,0.077,0.161,0.157,0.284,0.14300000000000002,0.0,0.153,0.024,0.071,0.117,0.454,0.106,0.12,0.041,0.0,0.09,0.187,0.064,0.124,0.154,0.11,0.083,0.277,0.0
4.0,0.107,0.0,0.04,0.116,0.076,0.313,0.067,0.281,0.65,0.054000000000000006,0.0,0.033,0.071,0.094,0.04,0.057,0.031,0.039,0.09,0.0,0.513,0.099,0.07400000000000001,0.154,0.281,0.036000000000000004,0.046,0.111,0.0,0.12,0.159,0.247,0.083,0.159,0.141,0.29600000000000004,0.147,0.0,0.141,0.033,0.054000000000000006,0.104,0.51,0.106,0.09,0.047,0.0,0.08900000000000001,0.217,0.084,0.139,0.171,0.131,0.113,0.14400000000000002,0.0
5.0,0.149,0.0,0.031,0.081,0.096,0.384,0.09,0.16899999999999998,0.6509999999999999,0.049,0.0,0.034,0.071,0.08,0.057,0.057,0.029,0.037000000000000005,0.069,0.0,0.537,0.1,0.07400000000000001,0.154,0.057,0.014,0.026,0.113,0.0,0.151,0.196,0.443,0.061,0.131,0.13699999999999998,0.226,0.124,0.0,0.29,0.03,0.184,0.131,0.214,0.13,0.159,0.07400000000000001,0.0,0.107,0.109,0.104,0.094,0.396,0.124,0.124,0.049,0.0
6.0,0.157,0.0,0.043,0.084,0.094,0.359,0.08900000000000001,0.174,0.644,0.056,0.0,0.034,0.071,0.086,0.051,0.057,0.03,0.054000000000000006,0.069,0.0,0.523,0.103,0.073,0.149,0.069,0.014,0.029,0.12,0.0,0.113,0.203,0.453,0.233,0.107,0.123,0.236,0.101,0.0,0.177,0.023,0.131,0.057,0.5529999999999999,0.079,0.064,0.041,0.0,0.07400000000000001,0.159,0.059,0.083,0.049,0.13,0.126,0.396,0.0
7.0,0.14400000000000002,0.0,0.081,0.086,0.087,0.353,0.083,0.166,0.636,0.057,0.0,0.03,0.071,0.086,0.063,0.057,0.057,0.044,0.379,0.0,0.14300000000000002,0.096,0.051,0.23,0.07,0.01,0.08900000000000001,0.114,0.0,0.103,0.18600000000000005,0.429,0.233,0.07400000000000001,0.274,0.039,0.104,0.0,0.257,0.019,0.057,0.057,0.643,0.063,0.047,0.053,0.0,0.08,0.16399999999999998,0.029,0.061,0.033,0.109,0.066,0.539,0.0
8.0,0.114,0.0,0.033,0.184,0.093,0.284,0.114,0.177,0.56,0.06,0.0,0.016,0.063,0.079,0.16399999999999998,0.059,0.06,0.063,0.306,0.0,0.019,0.079,0.187,0.287,0.057,0.013,0.029,0.13699999999999998,0.0,0.11,0.203,0.451,0.07,0.044,0.133,0.024,0.099,0.0,0.5329999999999999,0.097,0.344,0.067,0.28,0.081,0.091,0.036000000000000004,0.0,0.1,0.073,0.029,0.044,0.027000000000000003,0.099,0.043,0.6859999999999999,0.0
9.0,0.029,0.0,0.014,0.066,0.063,0.114,0.03,0.684,0.101,0.044,0.0,0.047,0.097,0.076,0.321,0.313,0.043,0.066,0.243,0.0,0.029,0.044,0.029,0.547,0.053,0.011,0.034,0.149,0.0,0.093,0.191,0.469,0.08900000000000001,0.056,0.084,0.044,0.307,0.0,0.196,0.224,0.116,0.066,0.459,0.07400000000000001,0.07400000000000001,0.036000000000000004,0.0,0.17600000000000002,0.1,0.034,0.047,0.03,0.106,0.084,0.599,0.0
