TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
0.0,0.011,0.0,0.069,0.036000000000000004,0.583,0.033,0.046,0.023,0.061,0.053,0.0,0.076,0.464,0.07400000000000001,0.021,0.05,0.026,0.054000000000000006,0.026,0.0,0.046,0.079,0.459,0.111,0.024,0.033,0.056,0.03,0.0,0.469,0.14400000000000002,0.044,0.046,0.116,0.053,0.29100000000000004,0.217,0.0,0.034,0.043,0.06,0.057,0.27,0.104,0.209,0.066,0.0,0.034,0.087,0.107,0.14400000000000002,0.171,0.104,0.061,0.124,0.0
1.0,0.014,0.0,0.086,0.044,0.727,0.043,0.057,0.029,0.057,0.044,0.0,0.084,0.636,0.106,0.027000000000000003,0.046,0.034,0.07400000000000001,0.053,0.0,0.02,0.241,0.501,0.076,0.059,0.103,0.073,0.043,0.0,0.081,0.41,0.231,0.036000000000000004,0.066,0.04,0.639,0.136,0.0,0.039,0.046,0.049,0.58,0.219,0.069,0.024,0.044,0.0,0.016,0.113,0.166,0.207,0.194,0.086,0.067,0.16699999999999998,0.0
2.0,0.014,0.0,0.086,0.04,0.7340000000000001,0.043,0.054000000000000006,0.029,0.059,0.053,0.0,0.083,0.636,0.109,0.019,0.043,0.029,0.037000000000000005,0.027000000000000003,0.0,0.08900000000000001,0.041,0.706,0.071,0.071,0.411,0.114,0.114,0.0,0.056,0.03,0.203,0.05,0.266,0.066,0.314,0.206,0.0,0.031,0.067,0.054000000000000006,0.206,0.314,0.107,0.204,0.079,0.0,0.036000000000000004,0.106,0.14300000000000002,0.193,0.179,0.16899999999999998,0.073,0.139,0.0
3.0,0.014,0.0,0.086,0.046,0.726,0.043,0.057,0.029,0.086,0.064,0.0,0.111,0.551,0.109,0.029,0.05,0.027000000000000003,0.057,0.031,0.0,0.0,0.061,0.72,0.103,0.06,0.193,0.097,0.059,0.0,0.027000000000000003,0.033,0.531,0.044,0.393,0.306,0.107,0.051,0.0,0.021,0.077,0.036000000000000004,0.386,0.399,0.081,0.026,0.044,0.0,0.029,0.121,0.16899999999999998,0.247,0.18,0.073,0.064,0.146,0.0
4.0,0.014,0.0,0.086,0.05,0.723,0.043,0.056,0.029,0.059,0.051,0.0,0.079,0.6409999999999999,0.103,0.024,0.043,0.029,0.05,0.031,0.0,0.024,0.051,0.743,0.071,0.071,0.087,0.1,0.059,0.0,0.029,0.043,0.611,0.069,0.253,0.084,0.277,0.18600000000000005,0.0,0.041,0.09,0.047,0.613,0.18,0.069,0.044,0.031,0.0,0.016,0.177,0.326,0.116,0.109,0.201,0.031,0.04,0.0
5.0,0.016,0.0,0.086,0.051,0.7240000000000001,0.043,0.051,0.029,0.057,0.043,0.0,0.073,0.63,0.111,0.041,0.044,0.026,0.047,0.04,0.0,0.006999999999999999,0.063,0.657,0.16,0.063,0.086,0.1,0.057,0.0,0.043,0.037000000000000005,0.614,0.061,0.303,0.067,0.159,0.221,0.0,0.05,0.139,0.086,0.2,0.236,0.1,0.253,0.08900000000000001,0.0,0.037000000000000005,0.209,0.531,0.064,0.067,0.071,0.036000000000000004,0.021,0.0
6.0,0.014,0.0,0.086,0.056,0.7240000000000001,0.043,0.049,0.029,0.08,0.05,0.0,0.103,0.556,0.109,0.047,0.056,0.031,0.23,0.066,0.0,0.134,0.16899999999999998,0.13699999999999998,0.233,0.071,0.086,0.1,0.057,0.0,0.029,0.043,0.614,0.067,0.086,0.029,0.09,0.5589999999999999,0.0,0.029,0.141,0.023,0.246,0.473,0.071,0.106,0.044,0.0,0.037000000000000005,0.151,0.514,0.057,0.081,0.13,0.039,0.027000000000000003,0.0
7.0,0.017,0.0,0.086,0.054000000000000006,0.721,0.041,0.051,0.029,0.07,0.043,0.0,0.071,0.629,0.114,0.03,0.043,0.057,0.16399999999999998,0.111,0.0,0.076,0.219,0.211,0.161,0.071,0.086,0.1,0.057,0.0,0.029,0.043,0.614,0.033,0.053,0.083,0.069,0.081,0.0,0.069,0.613,0.05,0.626,0.177,0.057,0.021,0.049,0.0,0.02,0.4970000000000001,0.233,0.046,0.1,0.059,0.021,0.044,0.0
8.0,0.014,0.0,0.086,0.061,0.7140000000000001,0.04,0.056,0.029,0.06,0.051,0.0,0.076,0.629,0.114,0.027000000000000003,0.043,0.059,0.16,0.086,0.0,0.076,0.194,0.294,0.131,0.07,0.091,0.1,0.063,0.0,0.03,0.04,0.606,0.07,0.119,0.073,0.231,0.127,0.0,0.05,0.33,0.054000000000000006,0.336,0.276,0.123,0.08900000000000001,0.066,0.0,0.057,0.343,0.18600000000000005,0.121,0.12,0.106,0.039,0.086,0.0
9.0,0.016,0.0,0.086,0.059,0.7170000000000001,0.043,0.051,0.029,0.071,0.034,0.0,0.071,0.631,0.114,0.034,0.043,0.057,0.147,0.081,0.0,0.201,0.194,0.206,0.113,0.061,0.091,0.1,0.06,0.0,0.036000000000000004,0.04,0.611,0.067,0.183,0.106,0.17600000000000002,0.39,0.0,0.023,0.056,0.053,0.243,0.14,0.097,0.34,0.087,0.0,0.04,0.51,0.16,0.024,0.069,0.187,0.019,0.031,0.0
