TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
0.0,0.0,0.0,0.08,0.011,0.04,0.611,0.006,0.051,0.05,0.149,0.0,0.139,0.13,0.096,0.124,0.113,0.014,0.114,0.541,0.0,0.024,0.066,0.011,0.029,0.013,0.064,0.391,0.154,0.0,0.073,0.061,0.043,0.05,0.414,0.114,0.061,0.021,0.0,0.057,0.081,0.036000000000000004,0.077,0.084,0.124,0.09,0.246,0.0,0.14300000000000002,0.049,0.061,0.049,0.273,0.043,0.294,0.031,0.0
1.0,0.0,0.0,0.1,0.014,0.043,0.7709999999999999,0.0,0.071,0.061,0.19,0.0,0.163,0.159,0.121,0.161,0.14400000000000002,0.011,0.649,0.2,0.0,0.036000000000000004,0.076,0.011,0.017,0.013,0.07400000000000001,0.316,0.147,0.0,0.253,0.104,0.093,0.05,0.146,0.16,0.277,0.184,0.0,0.047,0.136,0.064,0.084,0.066,0.106,0.084,0.47,0.0,0.126,0.03,0.08,0.063,0.564,0.046,0.174,0.043,0.0
2.0,0.0,0.0,0.096,0.014,0.043,0.7709999999999999,0.0,0.076,0.04,0.131,0.0,0.119,0.113,0.35100000000000003,0.127,0.119,0.02,0.7440000000000001,0.087,0.0,0.043,0.07400000000000001,0.014,0.017,0.014,0.079,0.499,0.124,0.0,0.139,0.073,0.073,0.044,0.136,0.106,0.244,0.349,0.0,0.036000000000000004,0.086,0.07,0.1,0.184,0.147,0.101,0.239,0.0,0.159,0.031,0.093,0.066,0.63,0.077,0.053,0.05,0.0
3.0,0.003,0.0,0.103,0.019,0.049,0.75,0.004,0.073,0.029,0.064,0.0,0.07,0.057,0.629,0.073,0.079,0.023,0.7509999999999999,0.079,0.0,0.034,0.084,0.014,0.014,0.011,0.054000000000000006,0.659,0.084,0.0,0.103,0.04,0.049,0.059,0.18,0.149,0.17600000000000002,0.263,0.0,0.046,0.129,0.001,0.051,0.56,0.111,0.08900000000000001,0.086,0.0,0.101,0.03,0.09,0.059,0.664,0.07,0.039,0.049,0.0
4.0,0.03,0.0,0.22,0.091,0.09,0.416,0.073,0.08,0.029,0.064,0.0,0.071,0.057,0.629,0.071,0.079,0.031,0.7290000000000001,0.08,0.0,0.026,0.107,0.014,0.013,0.011,0.081,0.591,0.1,0.0,0.1,0.06,0.056,0.049,0.157,0.119,0.206,0.314,0.0,0.041,0.114,0.059,0.053,0.046,0.149,0.071,0.249,0.0,0.374,0.061,0.087,0.059,0.324,0.066,0.353,0.05,0.0
5.0,0.0,0.0,0.316,0.053,0.051,0.49,0.023,0.067,0.039,0.124,0.0,0.119,0.079,0.276,0.199,0.166,0.029,0.757,0.086,0.0,0.029,0.071,0.014,0.014,0.01,0.081,0.547,0.12,0.0,0.096,0.084,0.061,0.076,0.35700000000000004,0.17,0.127,0.069,0.0,0.064,0.13699999999999998,0.039,0.091,0.121,0.209,0.11,0.26,0.0,0.17,0.093,0.101,0.084,0.076,0.076,0.494,0.076,0.0
6.0,0.0,0.0,0.09,0.043,0.04,0.7559999999999999,0.0,0.071,0.06,0.211,0.0,0.193,0.12,0.131,0.146,0.139,0.026,0.757,0.086,0.0,0.031,0.071,0.014,0.014,0.009000000000000001,0.116,0.5489999999999999,0.119,0.0,0.091,0.063,0.054000000000000006,0.063,0.331,0.171,0.14300000000000002,0.103,0.0,0.047,0.141,0.031,0.116,0.133,0.223,0.14300000000000002,0.141,0.0,0.213,0.054000000000000006,0.103,0.44,0.08,0.124,0.166,0.033,0.0
7.0,0.0,0.0,0.091,0.039,0.043,0.746,0.0,0.081,0.051,0.16399999999999998,0.0,0.159,0.11,0.121,0.146,0.249,0.056,0.5710000000000001,0.136,0.0,0.034,0.111,0.033,0.059,0.003,0.049,0.633,0.106,0.0,0.101,0.049,0.06,0.08,0.191,0.2,0.16,0.15,0.0,0.044,0.174,0.029,0.11,0.18,0.271,0.161,0.139,0.0,0.11,0.049,0.114,0.449,0.069,0.18600000000000005,0.111,0.023,0.0
8.0,0.034,0.0,0.16,0.1,0.119,0.447,0.033,0.107,0.036000000000000004,0.174,0.0,0.21,0.157,0.087,0.171,0.16399999999999998,0.024,0.701,0.109,0.0,0.04,0.08,0.016,0.03,0.02,0.077,0.411,0.094,0.0,0.251,0.084,0.061,0.04,0.113,0.101,0.484,0.119,0.0,0.023,0.12,0.021,0.029,0.037000000000000005,0.757,0.086,0.07,0.0,0.0,0.053,0.056,0.093,0.053,0.64,0.091,0.014,0.0
9.0,0.0,0.0,0.087,0.023,0.051,0.753,0.0,0.086,0.031,0.163,0.0,0.124,0.141,0.096,0.16399999999999998,0.28,0.02,0.531,0.297,0.0,0.033,0.079,0.011,0.029,0.024,0.077,0.374,0.124,0.0,0.231,0.096,0.073,0.047,0.134,0.129,0.393,0.119,0.0,0.036000000000000004,0.14300000000000002,0.026,0.037000000000000005,0.041,0.594,0.083,0.16,0.0,0.059,0.057,0.057,0.057,0.057,0.6709999999999999,0.086,0.014,0.0
